,TRSQ,frog_names
7470,T1S R8E 9 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7471,T1S R8E 9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7472,T1S R8E 124,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7473,T1S R8E 133,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7474,T1S R8E 143,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7475,T1S R8E 314,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7476,T1S R8E 331,"American Toad, Gray Tree Frog, Green Frog, Wood Frog"
7477,T1S R8E 333,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Wood Frog"
7478,T1S R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7479,T1S R8E 342,"American Toad, Gray Tree Frog"
7480,T1S R9E 121,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7481,T1S R9E 161,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7482,T1S R9E 324,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
7483,T1S R10E8 3,"American Toad, Green Frog"
7484,T2S R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7485,T2S R8E 5 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7486,T2S R8E 5 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7487,T2S R8E 9 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7488,T2S R8E 133,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7489,T2S R8E 144,"American Toad, Chorus Frog, Gray Tree Frog"
7490,T2S R8E 141,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
7491,T2S R8E 142,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7492,T2S R8E 143,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7493,T2S R8E 222,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7494,T2S R8E 242,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7495,T2S R8E 251,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7496,T2S R8E 252,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7497,T2S R8E 254,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7498,T2S R8E 261,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7499,T2S R8E 272,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7500,T2S R9E 5 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7501,T2S R9E 302,"American Toad, Chorus Frog, Gray Tree Frog"
7502,T2S R10E4 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7503,T2S R10E5 4,"American Toad, Gray Tree Frog"
7504,T2S R10E9 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7505,T2S R10E153,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog"
7506,T2S R10E164,"American Toad, Bull Frog, Green Frog"
7507,T2S R10E152,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7508,T2S R10E154,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7509,T2S R10E204,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7510,T3S R8E 2 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
7511,T3S R8E 4 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7512,T3S R8E 9 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
7513,T3S R8E 112,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
7514,T1S R10E334,"American Toad, Bull Frog, Green Frog, Leopard Frog"
7515,T1S R10E212,"American Toad, Spring Peeper, Wood Frog"
7516,T2S R10E5 4,"American Toad, Gray Tree Frog"
7517,T2S R10E4 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7518,T2S R10E5 3,"American Toad, Chorus Frog, Wood Frog"
7519,T2S R10E154,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7520,T2S R10E103,"American Toad, Chorus Frog, Green Frog, Spring Peeper"
7521,T2N R8E 342,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7522,T2S R8E 274,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7523,T2N R9E 211,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7524,T2N R9E 212,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7525,T1N R9E 9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7526,T1N R9E 311,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
7527,T1S R8E 9 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7528,T1S R8E 3 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7529,T2S R8E 261,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7530,T1S R8E 9 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7531,T2N R11E6 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7532,T2N R11E8 3,"American Toad, Chorus Frog, Green Frog, Leopard Frog, Wood Frog"
7533,T1S R7E 214,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7534,T1S R8E 342,"American Toad, Gray Tree Frog"
7535,T1S R8E 8 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7536,T1S R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7537,T1S R8E 331,"American Toad, Gray Tree Frog, Green Frog, Wood Frog"
7538,T2S R9E 2 3,"American Toad, Wood Frog"
7539,T2S R9E 2 4,"American Toad, Chorus Frog, Spring Peeper, Wood Frog"
7540,T1N R9E 113,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7541,T3S R8E 4 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7542,T3S R8E 113,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7543,T3S R8E 2 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
7544,T3S R8E 9 3,"American Toad, Chorus Frog, Gray Tree Frog, Leopard Frog, Spring Peeper"
7545,T1S R8E 8 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7546,T2N R10E241,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7547,T1S R7E 234,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7548,T1S R7E 231,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7549,T2S R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7550,T1S R8E 5 1,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7551,T1S R8E 143,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7552,T2S R8E 333,"American Toad, Green Frog, Leopard Frog, Wood Frog"
7553,T1S R9E 324,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog"
7554,T1S R8E 324,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7555,T1S R8E 232,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7556,T1S R8E 234,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7557,T1S R9E 161,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7558,T2S R10E222,"American Toad, Bull Frog, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
7559,T1S R10E192,"American Toad, Chorus Frog, Green Frog, Spring Peeper, Wood Frog"
7560,T1N R9E 7 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7561,T1N R9E 204,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
7562,T3N R11E314,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7563,T3N R11E323,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7564,T3N R11E324,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7565,T2N R8E 362,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7566,T2N R10E144,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
7567,T1N R10E301,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7568,T1N R9E 214,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7569,T1S R7E 244,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7570,T1N R8E 222,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7571,T1S R8E 184,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7572,T2S R8E 272,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7573,T2S R8E 222,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7574,T1N R10E113,American Toad
7575,T1N R10E112,"American Toad, Green Frog"
7576,T1N R10E2 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7577,T1N R10E274,American Toad
7578,T1N R10E271,American Toad
7579,T2N R10E221,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7580,T2N R10E232,"American Toad, Bull Frog, Gray Tree Frog, Green Frog"
7581,T2N R10E8 4,"American Toad, Bull Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7582,T2N R10E8 3,"American Toad, Bull Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7583,T2S R8E 9 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7584,T2N R11E5 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7585,T1N R10E184,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7586,T2S R8E 142,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7587,T2S R8E 143,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7588,T2S R8E 141,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
7589,T2S R10E211,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7590,T2N R9E 223,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7591,T1S R7E 162,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7592,T1S R8E 124,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7593,T1N R9E 7 3,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
7594,T2S R8E 104,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7595,T1S R8E 284,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7596,T1S R8E 191,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7597,T1N R9E 9 1,"American Toad, Gray Tree Frog, Leopard Frog, Spring Peeper, Wood Frog"
7598,T1N R8E 211,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7599,T1S R8E 322,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7600,T1S R8E 8 1,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7601,T2S R7E 114,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7602,T1N R7E 363,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7603,T2S R10E214,"American Toad, Bull Frog, Chorus Frog, Leopard Frog, Spring Peeper"
7604,T2S R10E204,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7605,T1S R8E 192,"American Toad, Chorus Frog, Gray Tree Frog, Spring Peeper, Wood Frog"
7606,T1S R8E 6 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7607,T1S R8E 6 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7608,T3N R11E294,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7609,T1N R9E 262,"American Toad, Gray Tree Frog, Green Frog"
7610,T1S R9E 334,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7611,T2S R9E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Wood Frog"
7612,T1S R9E 333,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Wood Frog"
7613,T2S R8E 5 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7614,T1S R10E183,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Wood Frog"
7615,T1S R8E 331,"American Toad, Gray Tree Frog, Green Frog, Wood Frog"
7616,T1S R8E 334,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7617,T2N R8E 342,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7618,T2N R11E5 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7619,T1S R8E 143,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7620,T2S R8E 8 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7621,T2S R9E 172,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7622,T2S R9E 163,American Toad
7623,T2S R9E 214,"American Toad, Gray Tree Frog, Spring Peeper, Wood Frog"
7624,T1N R8E 283,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7625,T1N R10E2 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7626,T2S R9E 302,"American Toad, Chorus Frog, Gray Tree Frog"
7627,T2S R8E 252,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7628,T2S R8E 251,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7629,T2S R8E 153,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7630,T2S R8E 161,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7631,T1N R9E 113,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7632,T2S R8E 8 3,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7633,T1N R9E 234,"American Toad, Bull Frog, Gray Tree Frog, Green Frog"
7634,T1S R8E 314,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7635,T2N R10E261,"American Toad, Green Frog, Leopard Frog, Wood Frog"
7636,T1S R7E 234,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7637,T1S R7E 231,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7638,T2S R8E 3 2,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7639,T1S R8E 6 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7640,T1S R8E 6 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7641,T1S R8E 6 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7642,T1S R8E 192,"American Toad, Chorus Frog, Gray Tree Frog, Spring Peeper, Wood Frog"
7643,T1S R8E 194,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7644,T1S R8E 171,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7645,T1S R8E 173,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7646,T1S R8E 174,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7647,T3S R8E 124,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7648,T2S R8E 272,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7649,T2S R8E 224,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7650,T2S R8E 3 1,"American Toad, Spring Peeper"
7651,T2S R8E 3 4,"American Toad, Chorus Frog, Spring Peeper"
7652,T2S R8E 114,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7653,T1S R8E 284,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog"
7654,T1S R8E 191,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7655,T2N R10E244,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper, Wood Frog"
7656,T2S R8E 143,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7657,T2S R8E 104,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7658,T2N R9E 204,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7659,T2S R10E164,"American Toad, Bull Frog, Green Frog"
7660,T2S R10E9 4,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7661,T2S R10E204,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7662,T1N R8E 212,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7663,T1S R10E181,"American Toad, Spring Peeper, Wood Frog"
7664,T3S R9E 7 2,"American Toad, Chorus Frog, Gray Tree Frog, Spring Peeper, Wood Frog"
7665,T3S R9E 8 2,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7666,T3S R8E 2 4,"American Toad, Gray Tree Frog"
7667,T2N R10E252,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7668,T2S R8E 141,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog"
7669,T2S R8E 142,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7670,T2S R10E211,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7671,T2S R8E 9 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7672,T1N R9E 202,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7673,T1N R9E 201,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
7674,T2S R8E 4 4,"American Toad, Chorus Frog, Gray Tree Frog, Spring Peeper"
7675,T1S R8E 9 4,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7676,T1N R10E112,"American Toad, Green Frog"
7677,T1N R10E113,American Toad
7678,T2N R10E134,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7679,T1S R8E 133,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Spring Peeper"
7680,T1S R8E 241,"American Toad, Gray Tree Frog, Green Frog"
7681,T1N R9E 9 3,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper"
7682,T1N R9E 211,"American Toad, Gray Tree Frog, Green Frog, Spring Peeper"
7683,T1N R9E 214,"American Toad, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
7684,T1S R10E183,"American Toad, Bull Frog, Chorus Frog, Green Frog, Leopard Frog, Wood Frog"
7685,T1N R10E302,"American Toad, Bull Frog, Chorus Frog, Green Frog, Spring Peeper"
7686,T2N R8E 362,"American Toad, Bull Frog, Chorus Frog, Gray Tree Frog, Green Frog, Leopard Frog, Spring Peeper, Wood Frog"
